"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000105011",33.7069135533772,-1.29319044318441,0.344671112415897,-3.75195482476055,0.000175461086114944,0.00349446582056139
"ENSG00000105429",46.5758107495171,1.50243298086792,0.31603983819145,4.75393541986875,1.99494784486057e-06,7.85021017501781e-05
"ENSG00000105464",6.51317779659914,-2.8680618363542,0.871359225839745,-3.29148042656024,0.000996615518473022,0.0141147059086735
"ENSG00000105738",21.4365190016468,-2.46101980654619,0.478478751311323,-5.14342549131283,2.69773675873723e-07,1.34628434032768e-05
"ENSG00000105855",12.7719686308126,3.15477175568201,0.617266789743732,5.11087232959959,3.2067464600563e-07,1.56433979933458e-05
"ENSG00000105889",19.5021263686776,-1.98372438791123,0.45291648331202,-4.37989002609256,1.18739218287412e-05,0.000365621351818803
"ENSG00000105894",343.685528255362,1.90113124695298,0.226983481228474,8.37563701404052,5.4925959897792e-17,1.43082125533748e-14
"ENSG00000105989",4.6835627431937,4.45189015265669,1.15156345516727,3.86595296392942,0.000110656264768037,0.00238507119692282
"ENSG00000105997",18.5451249317627,-2.21687829168652,0.542301225280864,-4.08790942808284,4.35278018885056e-05,0.00109873957286392
"ENSG00000106004",83.6556045000733,-1.15608287726959,0.233886922599925,-4.94291371410758,7.69635529109133e-07,3.38665634008326e-05
"ENSG00000106333",604.843402518116,1.77153336732853,0.173177649602422,10.2295727618176,1.46162764464407e-24,7.91446068168908e-22
"ENSG00000106484",12.7354192396186,3.58947573036236,0.672898045616071,5.3343530327481,9.58858118889523e-08,5.44936670545428e-06
"ENSG00000106537",8.70840506322179,-3.35450594569361,0.805410830634592,-4.16496254843079,3.11403678958293e-05,0.000824396934640602
"ENSG00000106591",28.5420655643769,-1.30757627698147,0.373444163976846,-3.50139700419187,0.000462825827401002,0.00770883171598215
"ENSG00000106624",98.2528176362804,1.34186191824615,0.235087210546695,5.70793245249562,1.14356783418955e-08,7.83945844227309e-07
"ENSG00000106688",2.88948800957895,3.76619651650423,1.32118916327222,2.85061111701553,0.00436353009195004,0.0451788389885924
"ENSG00000106772",16.6075778274611,4.56881035645974,0.743864701632164,6.14199107234824,8.14934391485265e-10,7.2207622102691e-08
"ENSG00000107554",55.7931985766084,-1.84466972215988,0.311798161199258,-5.91623027879571,3.29403944848022e-09,2.63220023413833e-07
"ENSG00000107562",314.96150439923,1.60918015388846,0.200317793613055,8.03313637228272,9.50119581877675e-16,1.87504659908435e-13
"ENSG00000107789",43.3487296824497,-1.00365860970942,0.292818367301873,-3.42758078653831,0.000608985075321209,0.00954516318418621
"ENSG00000107937",267.877483794556,-1.14277281911139,0.248388226156671,-4.60075276833205,4.2096683848874e-06,0.000153428062730274
"ENSG00000107984",34.8309546591719,-1.44795252261017,0.350404265766368,-4.13223429070806,3.59253951345701e-05,0.000933988566123305
"ENSG00000108010",118.607410067827,-1.18970358632125,0.24614672424222,-4.83331066047633,1.34280990381597e-06,5.57009522203916e-05
"ENSG00000108691",72.1790421546598,-1.61288954694745,0.335528526660133,-4.80701168095073,1.53203042695046e-06,6.17792455449836e-05
"ENSG00000108759",6.81100446157224,4.8610027445412,1.10306165868835,4.40682776547722,1.04895530840635e-05,0.000330814597869073
"ENSG00000108786",14.7061811850272,-2.03130384268066,0.552253683889928,-3.67820786340924,0.000234878510994027,0.00442094307181677
"ENSG00000108821",4534.95591792981,1.68434800411157,0.159821950835191,10.5389027934497,5.71618895635762e-26,3.7226680578279e-23
"ENSG00000108823",6.48921234217627,3.30849945284076,0.862540653469348,3.83576059810418,0.000125176297166734,0.00261285460031524
"ENSG00000108947",1.81547636824752,4.42342849718913,1.53265264492584,2.88612590193467,0.00390016103195004,0.0415029390859063
"ENSG00000109107",25.3184060548715,1.18455669439867,0.416203100638045,2.84610252202045,0.00442579433039867,0.0456420990921953
"ENSG00000109339",1.71646016739263,4.33690702719561,1.50510102882533,2.88147236905444,0.00395821937915915,0.0419728310793896
"ENSG00000109472",2.39760899641688,4.83292211982721,1.40655658990925,3.43599550455274,0.000590380768540187,0.00932086001240719
"ENSG00000110002",18.0636047286841,1.64701239937523,0.414969559110281,3.9689957087612,7.2176181482009e-05,0.00165509641514642
"ENSG00000110328",5.65017622502434,3.34125755693296,0.975870090041405,3.4238753611059,0.000617349283983324,0.00962990948968
"ENSG00000110693",12.3360281621471,3.28387395178223,0.638210324104964,5.14544160091359,2.66892222019802e-07,1.33702738146458e-05
"ENSG00000111052",13.5704401166492,2.56873908171894,0.570585541513117,4.50193510846241,6.73375430280299e-06,0.000228404035921898
"ENSG00000111058",6.62725949127936,4.87776137265967,1.08112492063083,4.51174631125284,6.42960614562882e-06,0.000219229371850302
"ENSG00000111186",288.709992097643,-1.18083862154022,0.226849745482832,-5.20537776679843,1.93602350125618e-07,1.01271912063702e-05
"ENSG00000111247",40.2624128331097,-1.1470742856489,0.371367582593783,-3.08878410344074,0.00200977430973796,0.0247779262108412
"ENSG00000111252",40.0689416854431,-1.19988268150221,0.321188406511848,-3.73575962636109,0.000187149376414885,0.00367665253062424
"ENSG00000111331",12.3378626971083,3.12952664660592,0.601400239815527,5.20373361933787,1.95323933013613e-07,1.01763769100093e-05
"ENSG00000111341",24.5545046559124,4.83295442005967,1.05066845162446,4.59988535164195,4.22723528233725e-06,0.000153428062730274
"ENSG00000111348",21.0674898467058,1.96387066302848,0.498707178326694,3.9379233914736,8.21898244854499e-05,0.00184222345883385
"ENSG00000111371",29.7219027016671,1.44043938288185,0.433517808839713,3.32267637801802,0.0008915828584143,0.0130628422169249
"ENSG00000111678",123.655173627702,1.05265553953444,0.226543491172067,4.64659361471087,3.37461028545901e-06,0.00012522592298605
"ENSG00000111799",265.979739174881,1.97148458982709,0.242923559012573,8.11565826649631,4.8315856413794e-16,1.03166234391749e-13
"ENSG00000111846",3.83003518154534,3.31439327886062,1.11637632422071,2.96888531846486,0.00298882119100463,0.0337228443687405
"ENSG00000112096",116.853298825171,1.41345406219268,0.206739425996458,6.8368868462317,8.09326151089825e-12,1.01360318441779e-09
"ENSG00000112139",39.4523581675175,2.48969819227834,0.389018260054706,6.39995200206854,1.55425803178764e-10,1.56931867163055e-08
"ENSG00000112182",7.83454602949173,6.53086866095293,1.15995964905465,5.63025504057445,1.79943338765988e-08,1.16605074001343e-06
"ENSG00000112312",38.9986379676161,-1.26523830738529,0.337801420658277,-3.74550913646162,0.000180028294756475,0.00355283112000467
"ENSG00000112319",23.622031734977,-1.63795617423484,0.386347582918018,-4.23959213582659,2.23926272037104e-05,0.00062858614079381
"ENSG00000112320",36.8432911244241,2.19149329269885,0.356391096703583,6.1491246918594,7.79117115241116e-10,6.95068522329831e-08
"ENSG00000112902",164.977349692456,1.63457540843137,0.236046557391513,6.92480088036285,4.36589173148209e-12,5.74401412147012e-10
"ENSG00000112972",126.832142294134,2.42301068804035,0.207925543777326,11.6532612781584,2.20842209237405e-31,2.39705814609766e-28
"ENSG00000112984",53.9557373283194,-1.0870543339357,0.283344490770655,-3.83651127635859,0.000124794468526952,0.00260906573445193
"ENSG00000113161",46.4257645678061,1.17617367365096,0.334651852417881,3.5146187452812,0.000440385735421141,0.00741274861478605
"ENSG00000113356",66.2347749779372,-2.27590382125013,0.292346072798818,-7.78496457797923,6.97327417696964e-15,1.26148466881986e-12
"ENSG00000113361",72.0033144822166,-1.26529200488676,0.231830828769324,-5.45782461980391,4.82003391715721e-08,2.94746205497524e-06
"ENSG00000113657",482.832054963249,1.26066414787529,0.140209971276548,8.99125886980448,2.44414619382131e-19,8.37763267750594e-17
"ENSG00000113721",131.863316260214,1.14225440404714,0.177880878012267,6.42145697059335,1.34976169109719e-10,1.39528936718579e-08
"ENSG00000113805",6.15326007003301,2.44536005129213,0.856661850108424,2.85452194583269,0.00431016536990594,0.0447686634314393
"ENSG00000114115",7.20577424087179,6.41951703797661,1.17432989504158,5.46653633283286,4.58914395530132e-08,2.81950943480187e-06
"ENSG00000114251",143.613558436845,1.01451159631156,0.225700639668025,4.49494338077095,6.95884608922347e-06,0.0002348159852646
"ENSG00000114270",22.4803911343789,1.56238915531704,0.500980531135452,3.11866241942766,0.00181673980219708,0.0227092475274635
"ENSG00000114374",25.951538962961,-8.08851485368267,1.0654032664815,-7.59197489641178,3.15066069011027e-14,5.26119942162644e-12
"ENSG00000114698",22.0001471793739,1.19758380094379,0.397104582110323,3.01578942902019,0.00256311190111558,0.0299144556559412
"ENSG00000114770",33.4441373988377,-1.08439586839456,0.351290868852728,-3.08688885633737,0.00202263206778219,0.0248301439046776
"ENSG00000115255",2.80474531123583,3.71235011446723,1.30874136496741,2.83658040758853,0.0045599494738024,0.0466195776265904
"ENSG00000115457",6.31323018662406,3.4756881396771,0.926709737840959,3.75056827154393,0.000176434256926719,0.00350848274270308
"ENSG00000115461",1815.72761011751,2.17225134766731,0.212427718952716,10.225837561956,1.51909034197487e-24,7.91446068168908e-22
"ENSG00000115828",2.92378407944353,4.29346201635391,1.29751159449172,3.30899703292117,0.000936308293683921,0.0135504616947034
"ENSG00000115884",116.535629685359,-1.15359837265993,0.234914325354788,-4.91071956091936,9.07427874485456e-07,3.92666048676846e-05
"ENSG00000116117",46.8133345578681,1.71810337750626,0.303266823477038,5.6653192650872,1.46751034298734e-08,9.80221652174876e-07
"ENSG00000116133",356.287047580137,1.71370509524965,0.179479598040639,9.54818884128334,1.31983395653841e-21,6.13958474425457e-19
"ENSG00000116741",50.3162917369966,1.90188931561498,0.447255528006358,4.25235507785147,2.11534106361304e-05,0.000597664150836438
"ENSG00000116774",110.912891282506,1.52793282435992,0.21720133614211,7.03463823703289,1.99778650503285e-12,2.85946914593987e-10
"ENSG00000116791",38.8325542046136,-1.28621028256237,0.351014761383191,-3.66426265805459,0.000248052134453995,0.00463540753409366
"ENSG00000117114",8.31630844697057,2.86125441414817,0.697105018883161,4.10448115655833,4.05223297570791e-05,0.00103086590837101
"ENSG00000117118",51.1176065910318,-1.05821609841559,0.355829326062424,-2.97394290157508,0.00293999777240232,0.0332986704222089
"ENSG00000117152",109.717179931154,1.26378888474429,0.203665258957015,6.20522562962502,5.46184832606431e-10,5.0454308118431e-08
"ENSG00000117228",72.9464410827017,1.02723457255229,0.31469954499237,3.26417558874194,0.00109783105500241,0.0152769759523573
"ENSG00000117318",40.2030949662615,-2.07266972442922,0.317735901420938,-6.52324686999516,6.88014804240927e-11,7.46782735436506e-09
"ENSG00000117394",94.5094561435766,-1.18850396445427,0.225613985148553,-5.26786477208721,1.38019715632492e-07,7.49044498380505e-06
"ENSG00000117569",19.5554650696728,1.54156817538743,0.477813347192596,3.22629785133661,0.00125402781081453,0.0167869601601843
"ENSG00000117595",3.9689784694389,4.76007448769254,1.23597557679241,3.85126905180912,0.000117507313404157,0.00250496359589058
"ENSG00000117600",5.07236222502122,5.12359634291382,1.26203718130005,4.05978240485427,4.9118468224214e-05,0.00120483624975591
"ENSG00000118526",34.2327399230705,-2.59822115452196,0.379400378010124,-6.84823027364677,7.47691453195341e-12,9.45503026977604e-10
"ENSG00000118640",41.5160143020808,-3.42590264746237,0.379158387443637,-9.03554493561516,1.63187310930191e-19,5.90420756907148e-17
"ENSG00000118855",87.2380849605522,-1.61727347123577,0.253863520604766,-6.37064146665507,1.88239221633821e-10,1.84347057276731e-08
"ENSG00000118898",6.24955504420019,3.78591602147574,0.986283950639181,3.83856598195905,0.000123754960496687,0.00259149254094751
"ENSG00000118971",12.4174530194499,-2.81106208077229,0.670209564362578,-4.19430314075842,2.73711739099789e-05,0.000741184075213046
"ENSG00000119013",83.7336283580535,-1.2001261065354,0.380735071901019,-3.15212911840022,0.00162084583189256,0.0206570616050886
"ENSG00000119242",117.734737416342,1.01371194190209,0.201795619914382,5.02345859802203,5.07491687866378e-07,2.36920402668802e-05
"ENSG00000119630",6.59637287497873,-2.44807721215669,0.743040172553893,-3.2946767921611,0.000985349407755926,0.0139987456423987
"ENSG00000119669",156.385974686793,1.18027274369269,0.200943220583712,5.87366291962557,4.26269697441898e-09,3.20934266426631e-07
"ENSG00000119772",26.189199964479,1.17416572428154,0.382177995838717,3.07230070037066,0.00212415626012185,0.0259785307869362
"ENSG00000119878",30.8893270347876,1.10998357268163,0.354995454676797,3.12675432335381,0.00176747558192695,0.022178907935715
"ENSG00000119900",38.4136951400778,-1.17872347864608,0.312977740584126,-3.76615754349229,0.000165779207137816,0.00332196026610777
"ENSG00000119965",16.2841819860138,-1.40373343163904,0.434886926561971,-3.22781244020453,0.00124740734059852,0.0167327297747638
"ENSG00000119969",117.575659222261,-1.17309414476579,0.239937626509795,-4.88916291217001,1.01265666104908e-06,4.31040948044585e-05
"ENSG00000120594",3.56064522123066,4.06807712712824,1.21934940913231,3.33626858442742,0.000849110875679302,0.0125393074327924
"ENSG00000120658",3.13022694041898,4.40345967622476,1.31033375637704,3.36056340973764,0.000777836734705369,0.0116720316469325
"ENSG00000120885",2076.22177618649,2.83515774613111,0.172879917522014,16.3995783129066,1.92570072309645e-60,2.50822519183313e-56
"ENSG00000121039",45.1261173091151,-1.60973893036699,0.310067369223141,-5.19157799287334,2.08519204892557e-07,1.07776295385935e-05
"ENSG00000121075",64.0035633766373,2.37583260294548,0.309865427064477,7.66730456331652,1.75648363360236e-14,3.05042657702277e-12
"ENSG00000121898",7.12892729138051,-2.52562745230655,0.76910261212827,-3.28386279344131,0.00102394759677683,0.0144182891329926
"ENSG00000122420",20.2375379034613,2.48473212339858,0.490505152807926,5.06565957396082,4.06988677698607e-07,1.93468157920597e-05
"ENSG00000122592",43.8831221878811,-1.19204236899917,0.2889384951419,-4.12559208634955,3.69782182712476e-05,0.000957537361795228
"ENSG00000122691",32.8974947917747,1.49048404770848,0.359924257513269,4.14110473688628,3.45637079425539e-05,0.000904000594280651
"ENSG00000122861",156.161355775415,-2.84858730843432,0.352853314932613,-8.07300707654775,6.85876305194797e-16,1.3958654492441e-13
"ENSG00000122882",56.5751308772285,-1.13901594734103,0.2500440143252,-4.55526180226676,5.23203737429452e-06,0.000186098244800436
"ENSG00000122912",37.7575494264808,-1.30571597239953,0.333101998657402,-3.9198683216022,8.8597363047812e-05,0.00195589941304704
"ENSG00000122952",58.4081826129609,-1.44891671388515,0.276169835556704,-5.24646984332816,1.55041212455332e-07,8.27627783701104e-06
"ENSG00000122958",88.7652399746768,-1.12892180281978,0.29402482027798,-3.83954593272929,0.000123262067803148,0.00258532758959098
"ENSG00000122986",7.22927190685899,2.68834494366142,0.74659455746944,3.60080972566086,0.000317227677940299,0.00571490559940472
"ENSG00000123104",24.2777299683856,1.50672617726751,0.420456313439105,3.58354989355091,0.000338955981934223,0.00601658340974523
"ENSG00000123219",17.9590501472919,-1.4885881954242,0.453483747072474,-3.28256129361633,0.00102868619456261,0.0144693711492203
"ENSG00000123374",144.574987065403,-1.18103256623801,0.219502939190281,-5.3804863415255,7.42848754192255e-08,4.35838064115051e-06
"ENSG00000123700",5.97619722860222,-3.84149205486006,1.08908206406276,-3.52727510774495,0.00041986026831957,0.00715795810845863
"ENSG00000124006",43.8943904944956,1.17885125246286,0.317568558440084,3.71211576565844,0.000205533935588853,0.00395432719504404
"ENSG00000124191",219.297424104529,-1.29696560292644,0.250975029599428,-5.16770773967625,2.36982496788258e-07,1.22003834808975e-05
"ENSG00000124587",14.2601081598639,-2.0596541024531,0.521039468133553,-3.95297137437805,7.71866741170775e-05,0.00174541046940093
"ENSG00000124766",292.701522319306,1.75307173746142,0.242974371682736,7.21504793003639,5.39149829346693e-13,8.46075485209721e-11
"ENSG00000124839",1.67079341287556,4.30701710819594,1.50067386189964,2.87005539147852,0.00410399899070859,0.0430391198502249
"ENSG00000125144",9.18415870248675,3.0291232172137,0.748344821616327,4.04776398488493,5.17092475268053e-05,0.00126231163681097
"ENSG00000125148",21411.1725295719,-1.1321009950101,0.188870320635571,-5.9940650876244,2.04659396989894e-09,1.7197991263183e-07
"ENSG00000125378",123.657298790305,5.82652619562104,0.431264754154814,13.5103231587747,1.35923488864643e-41,2.9506724041033e-38
"ENSG00000125430",13.1625918850185,-1.61842034152372,0.547374079217152,-2.95669890660217,0.00310951599204172,0.0347353737532963
"ENSG00000125458",29.7788836002276,1.22803911984081,0.357886250611193,3.43136713898224,0.000600547224249681,0.00945991027344913
"ENSG00000125637",5.31680107297481,5.24903829836221,1.1814213968406,4.44298563780829,8.87190900905981e-06,0.000287454265778617
"ENSG00000125648",24.1762020782036,2.13205367396233,0.426965777976802,4.99350014435623,5.92947414331328e-07,2.70711825305824e-05
"ENSG00000125871",26.126874021932,-1.06427518083563,0.362348630099268,-2.93715800869474,0.00331235287264278,0.0364079292541538
"ENSG00000125965",91.3044239919066,1.96254142574536,0.330217622444737,5.94317593112038,2.79552118999105e-09,2.26159400618841e-07
"ENSG00000125968",46.7496760358323,-1.93831934348833,0.295699081894673,-6.55504011398571,5.56269215397271e-11,6.19265515431578e-09
"ENSG00000126016",38.320593455751,1.27164106217678,0.326459970730784,3.89524344846994,9.81001483691233e-05,0.00213671309783918
"ENSG00000126218",20.8389905476824,1.42355022104038,0.410618512233815,3.46684374578265,0.00052660791732889,0.00858456586133766
"ENSG00000126562",30.2596415716394,-2.76451421243894,0.403111271450673,-6.85794322369182,6.98590109327189e-12,9.00904571681845e-10
"ENSG00000126733",2.97760590677963,5.13818012363797,1.31702429105924,3.90135562306563,9.56555055959133e-05,0.0020869563825574
"ENSG00000126785",8.513128126266,3.2405183557164,0.746382794751498,4.34163056611629,1.41429193225589e-05,0.00042445051653532
"ENSG00000126804",13.7116286177316,2.40078218814711,0.61435244352174,3.9078255705874,9.31305009405159e-05,0.00203969610161363
"ENSG00000126953",19.3140395411289,-1.1840238725167,0.421281251821482,-2.8105306547523,0.00494598770771785,0.0494029830467984
"ENSG00000127241",84.4756344309965,5.52022418672636,0.840902525520349,6.56464217812932,5.21579571302751e-11,5.90745557932029e-09
"ENSG00000127561",4.10865445167986,3.27674947631679,1.07157146980967,3.05789167464377,0.00222900136025749,0.0267731986092685
"ENSG00000127564",47.8598643431831,-2.08026873308524,0.297980608995135,-6.98122183218709,2.92623830174166e-12,4.01202672423001e-10
"ENSG00000127920",129.332039540568,-1.07069829093196,0.201878898377793,-5.30366620551034,1.13499768660552e-07,6.31766874702431e-06
"ENSG00000127955",26.8561142342055,-1.53760435043782,0.376215750823769,-4.08702811371148,4.36934189649267e-05,0.00110078681241425
"ENSG00000128165",3.50655047397141,4.57828412893437,1.27420976077321,3.59303803021898,0.000326844863126015,0.0058317182770087
"ENSG00000128266",7.12180938078746,3.5552324531169,0.848169716270754,4.19165219520995,2.76930316302734e-05,0.000745251522694857
"ENSG00000128274",22.5974422142926,-1.2934819203531,0.400243522895844,-3.23173729582052,0.00123040116249761,0.0165900363783969
"ENSG00000128309",30.3346343818561,1.07071828009076,0.377334170736915,2.83758631771859,0.00454560541330427,0.0465459988272705
